Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
8344810532,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,4.23,3.01,Math and Natural Sciences,3.63,4.4,3.2,5,3,2,3,5,4,4,3,4,2,5,5,3,4,5,1,0,0,1,0,1,1,1,1,0,1,0,,1,4,2,4,3,4,2,3,2,4,4,4,5,1,In that life I’m providing for my family. Everyone is happy and I have enough money to do what I want. I could quit at any time but I don’t because I have a job that makes me happy. I also have a Supra.,I just want to be able to get help extra help when I need it.
8369741871,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.65,No GPA - did not complete first term,No Longer Enrolled at Institution,3.38,3.20,1.70,4,4,3,2,4,3,4,3,4,3,3,3,3,3,4,1,1,1,1,0,0,0,0,0,1,0,0,,1,1,2,1,4,3,1,1,1,2,1,3,4,3,"I would like to be a therapist in the future, hopefully doing my own practice away from a company. I would like to be my own boss, creating my own schedule, etc. I'd like to have a house, maybe a bit on the smaller side, large enough for me and a couple dogs/cats, and a nice yard. I hope to be able to balance music and art with my job as much as I can so neither get stale.","I really don't know, but probably just to help me out with any questions/problems that come my way to the best of their ability."
8371550627,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.78,3.51,Math and Natural Sciences,3.38,4.4,3.4,4,4,3,2,4,3,4,3,4,3,4,4,5,4,5,1,1,1,0,0,1,0,0,0,0,1,0,,1,4,4,4,4,4,4,3,3,2,2,3,2,3,I am living in a new city that has a lot of job opportunities. I am challenged in my field of work but in a way that keeps me learning instead of be being utterly confused and stressed.,Having great teachers make all the difference in doing well in a class and learning what you need to know.
8375379044,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.80,2.87,Arts and Humanities,4.38,4,2.6,5,4,5,5,3,5,3,5,4,1,4,4,3,4,5,0,1,1,1,0,0,0,0,1,0,1,0,,1,3,2,1,4,3,4,4,3,1,1,2,7,1,I am happy and I know who/ what I truly am. I have some land in a cold state and I make just enough for myself (idk about family yet but I have one then enough for them too) and nothing more. I have a huge bookshelf filled with things I love to read and I am healthy or at least getting better. I have good neighbors who also like to read and we talk about our books all the time. Hopefully I still keep in touch with my teachers too. That's all I really want.,"As long as the learning environment is well-kept and stays fun, everything else will take care of itself for me."
8376748520,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.39,3.58,Arts and Humanities,4.25,3.8,3.3,5,4,4,5,5,5,3,3,3,4,3,5,3,4,4,1,1,1,1,0,1,1,0,1,1,1,0,,1,4,3,3,4,4,4,3,4,2,2,3,2,2,I would enjoy becoming an author or an artistic based career with writing or reading. Whether through law or publishing or editing.,"Understand that we are young adults in a new and stressful space during a year that was extremely hard and difficult to fully comprehend. Sorrow and fear were constant companions and now we have independence we were not fully prepared for. We ended our school year as partial juniors and now we are in college. Please have patience and know things will be very difficult for many to get back into studying and testing. I have anxiety and tend to lose my grip when I am overwhelmed, so I hope to be able to communicate to my professors that there will be moments I am not fully or emotionally there."
8380539702,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.36,3.70,Social Sciences,3.5,3.8,2,3,3,4,4,4,4,3,3,4,2,4,4,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,,1,2,3,2,2,1,2,4,2,1,1,2,2,4,"I am working in the art world maybe as a Museum Curator or at a gallery. I am an artist myself who travels annually, I live in a city solo doing yoga and pilates weekly.",I need space and support to find my passion/purpose. I am unsure of what comes after college and would like the space to explore options.
8384753522,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.53,2.78,Undecided,3.63,3.8,2.6,4,4,4,2,4,4,3,4,3,1,3,4,3,4,5,1,0,0,0,1,1,0,0,0,0,0,0,,1,3,2,1,2,3,3,4,3,2,3,3,3,3,,
8410092457,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.19,3.62,Math and Natural Sciences,3.125,3.6,2.7,4,3,2,2,4,4,4,2,4,1,3,5,3,3,4,0,1,1,1,0,1,0,0,0,0,0,0,,1,4,4,3,2,3,3,3,3,1,1,5,3,2,"I want to be able to financially support myself. For me that means not having to constantly worry about money and to be able to afford some nice things. On the other hand, I also want freedom, freedom to move around, freedom to change my mind, freedom to explore, free time... I have no desire to be bogged down by major financial investments or commitments. Finally, I want to enjoy my life. I want it to be filled with the people I care about and experiences that bring me health and happiness.",
8422474142,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.36,2.53,Undecided,4.13,4.00,1.50,5,5,4,4,5,4,3,3,4,4,4,4,4,4,4,0,1,0,1,0,0,1,0,0,0,1,0,,1,2,1,1,2,2,2,2,1,1,1,6,5,1,To have a good career,To have the availability to ask questions
8434963806,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.86,3.02,Undecided,3.5,3.8,2.3,4,4,2,3,5,4,4,2,3,1,3,4,5,3,4,1,1,1,1,0,1,0,1,0,0,1,0,,1,2,2,2,3,4,3,3,2,1,1,3,4,5,"If I can have any successful adult life, I would want to work in an enviornment that tests my creativity, and anything that isnt behind a desk 24/7. I would want to be a professional music producer, work on the Magic: the gathering design team, professionally create my own board games, anything that lets me interact with people and show off my own creativity and put something meaningful to me out in the world.",I just love it when teachers interact with students both as a teacher professionally and and a peer that takes interest in the individual.
8468568663,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Non-Student of Color,Not Retained,4.22,2.75,No Longer Enrolled at Institution,3.25,3.2,3.1,4,3,2,4,4,3,4,2,4,1,3,4,3,3,3,0,1,1,0,0,1,0,1,0,1,1,0,,1,4,4,2,4,3,3,3,3,3,2,5,5,2,"I would like to be over seas, thats all I have for my goal so far.",Keep me encouraged
8481154150,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,Not Retained,3.96,3.73,No Longer Enrolled at Institution,4.13,4.4,1.9,5,3,4,5,4,4,4,4,3,4,4,4,4,5,5,0,1,1,0,0,0,0,0,0,1,1,0,,1,2,1,2,2,2,2,1,4,2,1,6,2,3,"I am often caught within an influx of brand new dreams and aspirations, and therefore cannot truthfully answer this question beyond my thoughts at any given moment. Today, I daydream about studying. My entire life. To learn and to teach and to write. I want to be fully versed in quantum physics, to the extent to which it is known, and perhaps further the field with my own discoveries. I want to read philosophy, to possibly teach philosophy, and use this to better understand the human universe (as i will use physics to better understand the universe beyond).","I have always been close with my teachers, and would love for this to continue into my life at Lewis and Clark. I find great joy in befriending my teachers and sharing in our intellectual journeys."
8515919481,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.44,3.10,Undecided,4.13,4.2,2.2,4,4,3,5,4,5,4,4,4,3,4,4,4,4,5,0,1,0,0,1,1,0,0,0,0,1,0,,1,3,2,1,3,3,3,2,2,2,1,3,2,2,"I have a healthy routine of exercise, work, and time with an s/o or friends. I have a job that puts me in a position to help people. And I live near nature",Teach me
8531359482,23/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,-,3.78,3.06,Undecided,3.63,4.20,3.00,4,4,3,2,5,4,4,3,2,2,4,4,5,4,4,1,1,1,1,1,1,0,1,0,1,1,0,,1,4,3,3,4,4,4,3,3,1,1,3,2,,In some point during the future I imagine myself living alone in a house in Washington working five days a week on average as an immigration attorney. I'd roadtrip when I feel like it on weekends and have my own garden with bees in my backyard.,Theycluld be supporting and help me plan my academic year and show me how to get involved in activities.
8531952081,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.90,3.55,Undecided,3.5,3.8,2.7,5,5,3,2,4,4,3,2,3,1,3,4,4,4,4,1,1,0,1,1,1,0,0,0,0,1,0,,1,3,4,1,3,3,4,4,3,1,1,4,5,1,"I'm super unsure of what I want to do, but this week I've decided I really want to work at Barstool Sports and make content. I want to live in New York and be active and feel comfortable socially and financially. I also hope to be healthier mentally, and have energy for creativity and things that I enjoy.","I want the ability to explore a wide variety of classes, and join a wide variety of clubs."
8532291483,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,4.15,3.68,Social Sciences,4.375,4,2.4,5,5,3,3,5,4,5,5,4,1,4,4,4,4,4,0,1,1,1,1,1,0,0,0,1,1,0,,1,3,3,2,2,2,3,3,2,2,2,6,5,1,I will have a mixture between work and skateboarding. I am working with people that I enjoy being around. Maybe something where I’m collaborating with others,Introducing me to new resources
8541582788,23/FA,"First-Time, First-Year",Pell,First Gen,Male,Non-Student of Color,-,4.08,3.25,Undecided,3.50,4.40,3.50,4,4,3,4,4,3,3,3,4,4,4,4,4,5,5,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,4,3,4,4,4,4,4,2,2,3,3,3,,
8570878901,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.74,2.96,Undecided,4.75,5,,5,5,3,5,5,5,5,5,4,2,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574913300,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,3.97,3.12,Arts and Humanities,3.375,2.6,3.3,4,3,2,4,4,4,3,3,4,4,2,3,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,4,4,4,4,3,3,4,2,1,3,2,3,I am using my knowledge of American history to educate the masses.,"Make the resources they provide feel present within the school so as to not make them feel as if students have to ""search"" for them."
8585455278,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Not Retained,3.43,No GPA - did not complete first term,No Longer Enrolled at Institution,3.5,3.4,2.6,4,4,2,4,3,4,5,2,4,3,3,4,3,3,4,1,0,1,1,0,1,0,0,0,0,1,0,,1,3,3,2,3,4,4,2,3,1,1,5,5,3,"I would love it if I could work as a music teacher, music producer, or even perform for a living after college.","The biggest concern I could see potentially coming up is needing extended time on assessments. Additionally, I am worried about taking words instead of numbers given my disorder of written expression."
8591249406,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.20,3.68,Arts and Humanities,4.13,4.8,3.2,5,4,3,5,5,4,3,4,4,4,4,5,5,5,5,1,0,0,0,0,1,0,0,1,0,1,0,,1,4,3,4,4,4,4,3,4,1,1,3,2,4,"I have a small family and am happily married. I work at a museum or as a history teacher (or both), and am happy with my job. I live in a gorgeous place in an old home I fixed up. I am able to speak and communicate with my family in Lithuania, and uphold the Russian traditions my mother and grandmother taught me.",Don't let me get in my head. The only person who has ever held me back is myself.
8594004960,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.09,3.53,Undecided,3.63,3.00,2.80,3,5,4,4,5,2,4,2,3,1,2,4,2,3,4,0,1,1,1,1,0,0,1,0,0,0,0,,1,4,3,4,3,4,4,2,2,1,1,4,5,4,"I would love to be doing something creative and art-related. I love to draw and write so I hope I can incorporate that into my future career. Ideally I'd  be financially stable enough to pay my rent, take care of my cat, and go out with friends.",I'm not really sure
8599778446,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.90,2.53,Social Sciences,3.875,3.6,3,3,4,3,5,4,4,4,4,4,4,3,4,3,4,4,1,1,1,0,1,1,0,0,1,1,1,0,,1,3,2,4,3,4,3,2,4,3,2,2,3,1,"I would love to go to law school and become a successful lawyer. Maybe a big city one with accolades. I would love to be with someone or have kids, but it is not necessary for my life.",Take it easy on pandemic kids. We haven't adjusted back to regular life and academics yet and may need a slower transition
8601436031,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,-,4.30,3.69,Undecided,3.88,5.00,2.20,4,5,3,3,5,5,3,3,4,2,5,5,5,5,5,1,1,1,1,0,1,1,1,1,0,1,0,,1,3,2,2,2,3,2,4,2,1,1,6,6,1,I have a job that I love doing. I get to go home to my amazing wife and children. We have a dog or two. We live in a reasonably large house.,I think doing the best they can is all I ask for. Helping the students to learn and teach them life lessons to succeed in their future.
8603324688,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,3.26,3.30,Math and Natural Sciences,3.75,4,2,5,3,2,4,5,3,4,4,4,2,4,4,3,4,5,0,1,1,1,0,0,0,1,1,0,1,0,,1,2,2,2,2,3,2,2,3,1,1,4,4,1,"If I am being honest, I haven’t thoguht that far ahead yet. I would just hope to have a well paying job for something I enjoy like, art, music, or math.",Communicate changes within schedule or homework to me and other staff members.
8632111077,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.00,2.14,Social Sciences,4.63,4.6,3,5,4,5,4,5,5,5,4,4,4,4,5,5,4,5,0,0,0,1,0,1,0,0,1,1,1,0,,1,3,4,4,4,4,3,1,3,2,2,7,2,4,"I hope to be a psychiatrist or neurosurgeon. I'll be financially stable, and I'll have a house in the pacific northwest. I'll have a successful practice, and hopefully I am capable of helping people.",Answer any questions I have.
8640433173,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.44,4.00,Undecided,4.13,4.8,3.5,4,4,4,5,5,5,3,3,4,3,4,5,5,5,5,1,1,0,1,1,1,0,0,0,1,1,0,,1,4,4,4,4,4,4,4,4,2,1,5,4,3,"Although I'm not entirely sure what my professional life will look like, my life will be organized with a healthy balance between work and my social life. I would like to work in international sectors which may mean traveling for work. I see myself living in a city for many years and settling down somewhere else to continue my career.",L&C faculty can set clear and reasonable expectations for students while providing a supportive work environment as we learn. I'm a question asker so having office hours and uninterrupted time to work out problems is very important to me. As a freshman I think making expectations clear and really outlining the syllabus will be greatly important.
8655534933,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,4.06,2.19,Undecided,4.38,4.40,2.90,5,4,5,4,4,5,4,4,3,2,5,4,4,4,5,0,1,1,1,0,0,0,0,1,0,1,0,,1,4,4,2,3,4,4,2,4,1,1,5,4,4,,
8679796662,21/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Student of Color,Retained,4.02,3.47,Math and Natural Sciences,3.875,4.8,2.4,4,4,4,3,4,4,5,3,3,2,4,5,5,5,5,1,0,0,1,1,1,1,1,1,1,1,0,,1,2,3,4,2,3,3,2,3,1,1,2,2,3,"I think my biggest dream is buying my own house, and helping my parents with their mortgage (we don’t have a house, but I bet we will in the future!). I want to practice some form of science whether that be Chemistry or Psychology, but I want to make sure I’m doing something to better our world. If it’s chemistry, I want to find ways to help better our carbon emissions (or, even, to help reduce the emissions we have already made if that’s possible), or if I do Psychology, I want to help people with their issues and help get to the bottom of their dilemmas. I want to be there for others, but most of all, I want to be satisfied with who I became at the end of my life. To love my life and love my work.","I guess an important thing that you could all do for me is be supportive of my decisions, and help lead me when I might be indecisive or confused.

** Another thing, too! Connect me to any resources involving financial aid and scholarships I can receive! That’s probably the most important thing you could do for me."
8688118909,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.30,3.55,Math and Natural Sciences,3.88,4.8,2.7,4,5,3,3,5,4,4,3,3,3,5,5,4,5,5,1,1,1,1,0,1,0,1,1,1,1,0,,1,3,3,4,3,2,2,4,2,2,2,5,6,4,"I want to be a pediatrician and once I’m able to, I want to become a traveling pediatrician so I can help children across the world.  I also would love to be able to do something with music.",I would just like guidance and easy access to help when I need help with understanding my class concepts.
8690865840,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.98,3.68,Math and Natural Sciences,3.75,4.4,2.1,4,4,2,5,4,4,4,3,4,2,4,5,4,4,5,0,1,1,1,0,0,0,1,0,0,1,0,,1,2,2,2,3,3,2,3,2,1,1,5,5,1,"I'd like to be able to play music at some sort of professional level, as music is something I'm extremely passionate about. I would want to be able to support a family, which could mean having a day job and doing music on the side. I would want to be able to support and contribute to whatever community I am a part of, and to have a meaningful impact on the world.","I think having open communication with faculty and staff and being able to seek assistance or advice in both academics and student life would really benefit me. Also, being able to seek support when I am stepping out of my comfort zone."
8693292380,21/FA,"First-Time, First-Year",Not Pell,First Gen,Male,International,Retained,Unavailable,3.32,Social Sciences,4.75,4.8,2.4,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,0,,1,2,1,2,1,4,4,4,4,1,1,5,3,3,I have always imagined myself traveling around the world while I am working with the local communities to bring  a change where I am working . It's is the legacy I want to leave in this world. I am working somewhere I like and I want to be with my family. Life's easy sometimes but adaptation is hard. My kids are probably complaining about us moving around the world . I am working on different diplomatic missions to contribute to the world’s peace and most essentially my family is very proud of me.,"Help me push my limits, whether inside or outside the classroom."
